t(s),Average T volume 1,Flux surface 1: solute,Flux surface 2: solute,Total solute volume 1,Total retention volume 1,Total 1 volume 1,Total 2 volume 1,Total 3 volume 1,Total 4 volume 1,Total 5 volume 1,Total 6 volume 1
1.0,370.0000000000001,-5.197004959582002e+19,-1.3363919481133218e-166,67529303623063.5,9.859574743138062e+17,1609286967201503.2,2.374701311213332e+17,3.394591073991959e+17,1.6972975812458896e+17,1.2899461618740082e+17,1.08627045210463e+17
1.9090909090909092,370.0000000000001,-5.242162250150335e+19,-3.20867593630203e-168,85926703206829.69,1.4717593517996608e+18,2400287013826312.5,3.544723892923536e+17,5.0672726409299744e+17,2.533639519419156e+17,1.9255660349575027e+17,1.6215292925961075e+17
2.909090909090909,370.0000000000001,-5.258393262380186e+19,-2.26733559150798e-166,109839304975092.97,1.843828913550829e+18,3009202161887915.5,4.440895155520516e+17,6.348270080895199e+17,3.174138951656455e+17,2.4123456035021446e+17,2.0314489292653504e+17
4.00909090909091,370.0000000000001,-5.266202601644337e+19,-2.398142221949485e-165,128148161872324.7,2.167200323444548e+18,3528161498758851.0,5.219402044035716e+17,7.461829776511361e+17,3.730920131954525e+17,2.835499300611544e+17,2.38778888472603e+17
5.21909090909091,370.0000000000001,-5.26944760109415e+19,5.301149549574584e-167,140936110700544.16,2.483642045201798e+18,4034720650144543.0,5.981199326809257e+17,8.55156757480952e+17,4.2757904091797946e+17,3.249600711388454e+17,2.736505862222509e+17
6.55009090909091,370.0000000000001,-5.272288808120164e+19,-3.941133120606227e-166,158870881180909.75,2.7939092009663754e+18,4546747078280331.0,6.728671418868195e+17,9.6197035452792e+17,4.809858693803409e+17,3.655492607721019e+17,3.0783095643973306e+17
8.01419090909091,370.0000000000001,-5.275477287976316e+19,-8.417424187399794e-166,181790827509143.28,3.088518332065193e+18,5031393367647450.0,7.43831672667363e+17,1.0633962296006726e+18,5.316988522989332e+17,4.040911277930541e+17,3.4028726551001325e+17
9.624700909090912,370.0000000000001,-5.277399535679334e+19,-5.579220664847865e-165,197503420838375.62,3.381628235993541e+18,5493142749056826.0,8.143601116158685e+17,1.1643523863877501e+18,5.821771215473257e+17,4.4245461243370195e+17,3.725933578389987e+17
11.396261909090914,370.0000000000001,-5.278447733852051e+19,-4.7934023244614373e-166,209262356178790.06,3.6854775647075533e+18,5973496012309605.0,8.874819240457652e+17,1.2690046437821056e+18,6.345034326599305e+17,4.822226088906262e+17,4.06082196960637e+17
13.344979009090915,370.0000000000001,-5.279761156230786e+19,-5.479293285305006e-165,227745989353394.78,3.994114894416003e+18,6486981269051321.0,9.618500883753212e+17,1.3752488203959997e+18,6.876255242743907e+17,5.2259539851782144e+17,4.4008033559406496e+17
15.488567819090918,370.0000000000001,-5.281342045175496e+19,1.9351728279887708e-165,251528067514199.16,4.2997262006768906e+18,6989344400757254.0,1.0354580814841859e+18,1.4804656502048896e+18,7.402339984937516e+17,5.625778389282245e+17,4.7374975909756826e+17
17.84651551009092,370.0000000000001,-5.282286278649555e+19,-5.717991285307984e-165,267366617176782.0,4.613632157172142e+18,7476870382967535.0,1.1109565438191779e+18,1.5886035977662572e+18,7.943032410088366e+17,6.03670463256402e+17,5.0835407432132314e+17
20.440257970190924,370.0000000000001,-5.282917451470467e+19,-3.846209852612384e-164,281032064843167.5,4.942555822119503e+18,8001364823496044.0,1.1901264561785472e+18,1.7018832270153196e+18,8.509432257718491e+17,6.467168516868723e+17,5.4460366457857805e+17
23.293374676300928,370.0000000000001,-5.283850067494975e+19,-3.519215416204153e-163,304033636524010.4,5.277761415545752e+18,8566216033907456.0,1.2709185054610898e+18,1.8172585852359183e+18,9.086308645825295e+17,6.905594571804831e+17,5.81523753415299e+17
26.43180305302193,370.0000000000001,-5.2847470908610896e+19,-4.003958579978488e-162,327443320057895.9,5.618333412105775e+18,9108657920563706.0,1.3528691298554737e+18,1.9345563151365852e+18,9.672799440284424e+17,7.351327575727164e+17,6.190591642719377e+17
29.884074267415034,370.0000000000001,-5.2852456929040654e+19,-4.526308839802678e-161,342628772631863.8,5.975747908398341e+18,9663078770662534.0,1.4388254390753894e+18,2.057687140091454e+18,1.0288456756028266e+18,7.819227135890935e+17,6.58461232496287e+17
33.681572603247446,370.0000000000001,-5.285825609093614e+19,-5.489798305282017e-160,363855547186851.5,6.346880078236945e+18,1.0284025677617454e+16,1.528262666088275e+18,2.1854384167762217e+18,1.0927212974617129e+18,8.304681862008218e+17,6.993416304851087e+17
37.8588207726631,370.0000000000001,-5.286531461812971e+19,-7.148337624502758e-159,391239061192528.75,6.725638931039076e+18,1.0897482996098838e+16,1.6194296757018583e+18,2.3158704891726075e+18,1.1579375182694236e+18,8.800325140261633e+17,7.410800118117304e+17
42.45379375902032,370.0000000000001,-5.286954819000124e+19,-1.0016122704674085e-157,409652078442797.44,7.122819372661983e+18,1.151197278858112e+16,1.7149308712695086e+18,2.452709312503272e+18,1.2263573182154007e+18,9.320315620092529e+17,7.848686837975284e+17
47.508264044013266,370.0000000000001,-5.287412765509277e+19,-1.514460642675542e-156,433334071531693.7,7.536570111944642e+18,1.2205287469389022e+16,1.8146366675108918e+18,2.5951311234021565e+18,1.297568207994687e+18,9.861518382405359e+17,8.304436532554492e+17
52.10323703037049,370.0000000000001,-5.287898847650862e+19,-8.414159892976124e-156,459873355045578.44,7.890371221599328e+18,1.2782487159202514e+16,1.8997991160527736e+18,2.7169649980019343e+18,1.3584853111283052e+18,1.0324488366323994e+18,8.694305992696671e+17
57.15770731536343,370.0000000000001,-5.288193967563874e+19,-5.965979613169465e-155,477601307770658.6,8.264635197843309e+18,1.336168622190349e+16,1.9897810273001818e+18,2.8459123712326077e+18,1.4229593797560858e+18,1.0814491288132698e+18,9.1069400321149e+17
62.717624628855674,370.0000000000001,-5.288514294126822e+19,-5.330335123402705e-154,499873855684123.0,8.658515269750006e+18,1.402789911872515e+16,2.0847279917564388e+18,2.9814781865992515e+18,1.4907422158591124e+18,1.1329640842471187e+18,9.540750183136718e+17
67.77209491384862,370.0000000000001,-5.2888751371468325e+19,-2.4538197202978425e-153,526143614291129.8,8.998349120932349e+18,1.459219390773414e+16,2.166558840287763e+18,3.0984837308105595e+18,1.549245088309358e+18,1.1774262673155456e+18,9.915168566870939e+17
