t(s),Average T volume 1,Flux surface 1: solute,Flux surface 2: solute,Total solute volume 1,Total retention volume 1,Total 1 volume 1
33387.07532445641,370.0000000000001,-5.2955859220946715e+19,-8.919694319522327e-26,2.822225159292554e+17,8.292680798078958e+18,8.010458282149704e+18
35640.315560500436,370.0000000000001,-5.29558633483822e+19,-4.1238119597057395e-24,2.917271152016753e+17,8.568087873577776e+18,8.276360758376103e+18
38118.87982014887,370.0000000000001,-5.295586740598106e+19,-1.4563071958103253e-21,3.017104343485304e+17,8.860978637132737e+18,8.559268202784208e+18
40845.30050576214,370.0000000000001,-5.2955871399008e+19,-8.860178883774141e-19,3.122447599318012e+17,9.172271805771568e+18,8.860027045839767e+18
43844.36325993674,370.0000000000001,-5.295587533739924e+19,-4.3133028272794116e-16,3.233976804305056e+17,9.502882808814402e+18,9.179485128383894e+18
47143.3322895288,370.0000000000001,-5.295587922364536e+19,-1.4997547124981793e-13,3.352209388811025e+17,9.85373430660469e+18,9.518513367723583e+18
50772.198222080064,370.0000000000001,-5.295588305432881e+19,-3.740406394665309e-11,3.477559716873166e+17,1.0225769917457615e+19,9.878013945770301e+18
54071.16725167212,370.0000000000001,-5.295588629742316e+19,-3.6751564222687826e-10,3.5918382058604826e+17,1.055328524130571e+19,1.0194101420719653e+19
57700.033184223386,370.0000000000001,-5.2955889522147525e+19,-8.799224309450787e-09,3.712113655459299e+17,1.0901850005143892e+19,1.0530638639597953e+19
61691.78571002978,370.0000000000001,-5.295589269447163e+19,-5.19794475860566e-07,3.838480504512714e+17,1.1272608112651213e+19,1.0888760062199945e+19
66082.7134884168,370.0000000000001,-5.2955895818039116e+19,-4.1256709110571436e-05,3.97184732815683e+17,1.166672667166542e+19,1.1269541938849729e+19
70912.73404464254,370.0000000000001,-5.295589890037151e+19,-0.002998555543423141,4.1130680410237504e+17,1.2085369357775174e+19,1.16740625536728e+19
76225.75665649085,370.0000000000001,-5.295590194328089e+19,-0.18109878798206888,4.2627985848162214e+17,1.2529709266172862e+19,1.2103429407691227e+19
81055.77721271658,370.0000000000001,-5.295590452319099e+19,-1.494177338928719,4.3993000277291245e+17,1.292119361858592e+19,1.2481263615813007e+19
86368.79982456489,370.0000000000001,-5.2955907095239885e+19,-22.070357599194942,4.54312977677294e+17,1.333816105231974e+19,1.2883848074642455e+19
92213.12469759803,370.0000000000001,-5.295590963184583e+19,-516.4690780472295,4.694384047329295e+17,1.3782000480229667e+19,1.331256207549674e+19
98641.88205793449,370.0000000000001,-5.2955912134866444e+19,-13528.410147472294,4.8541280507742054e+17,1.4254132538628618e+19,1.3768719733551194e+19
