t(s),Average T volume 1,Flux surface 1: solute,Flux surface 2: solute,Total solute volume 1,Total retention volume 1,Total 1 volume 1,Total 2 volume 1,Total 3 volume 1,Total 4 volume 1,Total 5 volume 1,Total 6 volume 1
1.0,370.0000000000001,-4.678217770810138e+19,1.601552030422015e-168,33793167182220.227,6.174081988560218e+18,734725810804990.6,1.6726060029479508e+18,1.3988685888251924e+18,1.216407403065645e+18,1.3684583284428232e+18,5.1697314630061754e+17
1.9090909090909092,370.0000000000001,-5.101490353249695e+19,-6.605682663693064e-168,52515721831309.95,7.938940679601741e+18,953373609770868.9,2.1512273925570176e+18,1.7985720530515213e+18,1.5639746450177518e+18,1.7594714755480061e+18,6.646892240958444e+17
2.909090909090909,370.0000000000001,-5.21368477393682e+19,-7.36174941879931e-168,57591525085674.94,8.758312493235109e+18,1055811191493202.9,2.3735374818307195e+18,1.9841123905728986e+18,1.7253134189533601e+18,1.9409775961657267e+18,7.332582029958294e+17
4.00909090909091,370.0000000000001,-5.231048173100612e+19,-1.4069803317375955e-167,58439618207625.38,9.468591020260344e+18,1139527504488065.8,2.5659915715080735e+18,2.1450316006076882e+18,1.8652430906853704e+18,2.0983984768572308e+18,7.92728313479281e+17
5.21909090909091,370.0000000000001,-5.233488186032883e+19,-3.1283639837965077e-167,58653734324836.24,1.022034023369618e+19,1222139199337209.5,2.769339131866515e+18,2.315454567590964e+18,2.0134375456699717e+18,2.26511723876744e+18,8.5571095686762e+17
6.55009090909091,370.0000000000001,-5.233983052246948e+19,3.709384526800906e-169,58832298181771.484,1.104064554699809e+19,1306748420030566.5,2.9908847201601203e+18,2.501528194843837e+18,2.175241980888922e+18,2.4471472285066916e+18,9.244778418803099e+17
8.01419090909091,370.0000000000001,-5.2342689083629535e+19,-1.3888580134152457e-167,59074359692862.54,1.1938764975922332e+19,1394806510856352.0,3.2331289689169674e+18,2.705352255871499e+18,2.352482301960561e+18,2.6465425898970583e+18,9.998049784056908e+17
9.624700909090912,370.0000000000001,-5.234579823631956e+19,-2.6756699039540144e-167,59423968598604.055,1.2921658734096638e+19,1488316049005908.8,3.498002451877842e+18,2.9284894475371643e+18,2.546517291789783e+18,2.8648319536988196e+18,1.0822698491754194e+18
11.396261909090914,370.0000000000001,-5.234975061632976e+19,-2.164676910398687e-167,59939874866111.72,1.399581050206764e+19,1590446371916681.5,3.7873927822447027e+18,3.172367470596913e+18,2.7585881811737155e+18,3.1034117045359007e+18,1.1723999772696274e+18
13.344979009090915,370.0000000000001,-5.235514320241566e+19,-1.165691023375493e-167,60724264351318.945,1.5166840058168052e+19,1705962845151658.5,4.103081593059073e+18,3.4381781398328397e+18,2.9897308379634196e+18,3.363447193695375e+18,1.2706356065078446e+18
15.488567819090918,370.0000000000001,-5.2363043323775295e+19,-1.9157583351214146e-167,61973568575013.96,1.6438009872790032e+19,1841513772407336.5,4.4463809624728996e+18,3.726526177916815e+18,3.2404702915458514e+18,3.6455290791624105e+18,1.3771998743510797e+18
17.84651551009092,370.0000000000001,-5.237571444293325e+19,-9.619454532672956e-168,64108464081144.99,1.7806391461020797e+19,2005227310915439.8,4.817099254869376e+18,4.036559195973551e+18,3.510064185407798e+18,3.9488222097538893e+18,1.4917772792411912e+18
20.440257970190924,370.0000000000001,-5.239861902896456e+19,3.9340726458268316e-167,68147386931242.73,1.925217607831593e+19,2203704267574506.5,5.210509318523091e+18,4.3635882719329044e+18,3.7944339745152174e+18,4.2687382221940644e+18,1.61263443949615e+18
23.293374676300928,370.0000000000001,-5.244548950309836e+19,4.162097774959585e-166,76685673954879.4,2.0708786746602115e+19,2430778941578864.0,5.60872378729717e+18,4.692481486470903e+18,4.0804211795693414e+18,4.590473827245247e+18,1.7341790014039224e+18
26.43180305302193,370.0000000000001,-5.253405703623713e+19,3.7635069186859985e-165,93401057421738.8,2.203307146580168e+19,2646844458583499.5,5.971604976695838e+18,4.991230005181221e+18,4.340194603566283e+18,4.882718928514848e+18,1.8445827063274762e+18
29.884074267415034,370.0000000000001,-5.262303238433904e+19,3.567489233043885e-164,111428612567197.66,2.3182594997172466e+19,2811288460684588.5,6.285532825368016e+18,5.250889318218981e+18,4.5659804462019446e+18,5.136728001032148e+18,1.9405416892781379e+18
33.681572603247446,370.0000000000001,-5.265880878925694e+19,3.650826301437648e-163,119788550202653.97,2.4311189203451834e+19,2935851312915655.5,6.59157500069934e+18,5.506506594363989e+18,4.788255674475449e+18,5.386787632778696e+18,2.035008661271233e+18
37.8588207726631,370.0000000000001,-5.26669562124739e+19,4.032049269605487e-162,122078786708376.81,2.5518590310513234e+19,3040470979207474.5,6.916865587531379e+18,5.78064020493907e+18,5.026636066368694e+18,5.654965573965983e+18,2.1363203279422065e+18
42.45379375902032,370.0000000000001,-5.26689655876147e+19,4.812332867832997e-161,122770176982295.12,2.6837482141928604e+19,3137135639091147.0,7.270421117584413e+18,6.080641309835346e+18,5.287513650494269e+18,5.948452856757007e+18,2.247193301441501e+18
47.508264044013266,370.0000000000001,-5.2670088337353605e+19,6.204295366027469e-160,123269506281253.53,2.8282574325613343e+19,3237013820312772.5,7.656637903010103e+18,6.409712093631931e+18,5.573672174290691e+18,6.270381196950056e+18,2.3688106744039757e+18
53.06818135750551,370.0000000000001,-5.267141467861943e+19,8.625050437877951e-159,123956204652601.55,2.9864789864816562e+19,3354689626604832.0,8.079432894667961e+18,6.77002690238842e+18,5.887000556591984e+18,6.622875628066147e+18,2.5019752372707876e+18
59.184090402346975,370.0000000000001,-5.267342859339797e+19,1.288856831355245e-157,125091523799896.11,3.1592900806612558e+19,3510366166423804.0,8.542955526938358e+18,7.163018829820663e+18,6.228741564084287e+18,7.007334262314021e+18,2.6472151657650115e+18
65.91159035167259,370.0000000000001,-5.267699355245208e+19,2.060834003322094e-156,127223814910433.6,3.3469832420356272e+19,3730645746792756.0,9.050662869176248e+18,7.588518223901534e+18,6.598742530893659e+18,7.423585350112087e+18,2.8044655767110477e+18
73.31184029593076,370.0000000000001,-5.268479122028934e+19,3.504615276696835e-155,132079881484479.17,3.5476747143262953e+19,4041732157393721.5,9.600206364821367e+18,8.0413956692269e+18,6.992537762613555e+18,7.866604984761975e+18,2.97182854980027e+18
81.45211523461475,370.0000000000001,-5.27063888795389e+19,6.290075846607377e-154,145921354292943.7,3.750853858898918e+19,4420143840554565.0,1.0162096067985721e+19,8.498152603774878e+18,7.389695628362435e+18,8.313407581697009e+18,3.1406206419742766e+18
88.85236517887293,370.0000000000001,-5.274306839302161e+19,3.703577107177907e-153,170139182349687.47,3.90841821791144e+19,4682402895566009.0,1.0596131296023937e+19,8.852898856747127e+18,7.698156661305394e+18,8.660426242471757e+18,3.2717165804882637e+18
95.57986512819853,370.0000000000001,-5.276462635262703e+19,1.4148012748406391e-152,185305238707119.53,4.037155322182617e+19,4825966182169143.0,1.0946012449505489e+19,9.144233427704651e+18,7.951488657084262e+18,8.945424737500729e+18,3.3793826786101606e+18
102.9801150724567,370.0000000000001,-5.277022417383138e+19,6.632657397311674e-152,189684293360539.66,4.174623530442288e+19,4926177776678642.0,1.1314984916872042e+19,9.456781331872047e+18,8.223275762814341e+18,9.251185232028801e+18,3.494892198765623e+18
111.12039001114069,370.0000000000001,-5.277146367020156e+19,3.865311265507879e-151,190785044989166.12,4.324829518495565e+19,5011759900964480.0,1.1714698269620085e+19,9.799364809946782e+18,8.521188062855613e+18,9.58633657082937e+18,3.621504926757844e+18
120.07469244369307,370.0000000000001,-5.2772055665165525e+19,2.788862481036784e-150,191416223647210.62,4.48952597572e+19,5105059591629612.0,1.2151155346432287e+19,1.0175559692979485e+19,8.848332642922423e+18,9.954374225116365e+18,3.7605413739341527e+18
129.92442511950068,370.0000000000001,-5.2772758384099705e+19,2.4368383981093798e-149,192259112808710.22,4.669999893097365e+19,5231038120345713.0,1.2630351123289731e+19,1.0587498622985343e+19,9.206559169632822e+18,1.035737906939277e+19,3.912787648439804e+18
140.75913106288908,370.0000000000001,-5.277392539484376e+19,2.490045359249815e-148,193746412328269.88,4.867256763733333e+19,5422697845408564.0,1.3159308059302e+19,1.1036120357628097e+19,9.596675596040139e+18,1.079626005007412e+19,4.0785871300312294e+18
152.6773076006163,370.0000000000001,-5.2776353168968696e+19,2.8562233288123024e-147,196964443163957.03,5.081345847281929e+19,5723372768572078.0,1.3743814209484376e+19,1.1519773980181094e+19,1.0017235270902768e+19,1.1269389683494347e+19,4.2573249915449646e+18
165.78730179211627,370.0000000000001,-5.278330964299824e+19,3.5237347918501934e-146,206425678020358.28,5.307723900020145e+19,6158272739470805.0,1.4374076032489746e+19,1.2027377256181363e+19,1.045859647535461e+19,1.176592103546934e+19,4.4449035022889144e+18
