t(s),Total solute volume 7,Total solute volume 8,Total solute volume 9,Total solute volume 10,Total solute volume 11,Total solute volume 12,Total solute volume 13,Total solute volume 14,Total solute volume 15,Total solute volume 16,Total solute volume 17,Total solute volume 18,Total solute volume 19,Total solute volume 20,Total solute volume 6,Total retention volume 7,Total retention volume 8,Total retention volume 9,Total retention volume 10,Total retention volume 11,Total retention volume 12,Total retention volume 13,Total retention volume 14,Total retention volume 15,Total retention volume 16,Total retention volume 17,Total retention volume 18,Total retention volume 19,Total retention volume 20,Total retention volume 6,Flux surface 30: solute,Flux surface 29: solute,Flux surface 28: solute,Flux surface 31: solute,Flux surface 32: solute,Flux surface 33: solute,Flux surface 34: solute,Flux surface 35: solute,Flux surface 36: solute,Flux surface 37: solute,Flux surface 38: solute,Flux surface 24: solute,Flux surface 25: solute,Flux surface 26: solute,Flux surface 27: solute,Flux surface 21: solute
989.2553653873612,1.947917254678939e+16,4.7303337727839616e+17,6.150655216260414e+16,1.5452066949593258e+16,1.6192370067001752e+16,1.6692857930804772e+16,1.0831627591326132e+16,9290380927081462.0,1.1053963625362028e+16,9303445108205304.0,6230359305481191.0,5887183085114748.0,5766258955051471.0,5913332736724550.0,1.0401665657261335e+20,2.0403095067311597e+17,5.654341509527928e+17,6.938666277950201e+16,2.8623894505743124e+16,2.843817356373464e+16,2.831550138102456e+16,2.0851864613105144e+16,1.768730497856601e+16,2.07055212854174e+16,1.761675910197149e+16,1.2525379205521942e+16,1.2150978473180696e+16,1.1943395548804532e+16,1.2087649324600532e+16,1.0401665657261335e+20,-25057412881827.387,-23974383850455.89,-22398770921405.406,-14968273153184.047,-12670090400823.977,-15462644919715.184,-12722651163620.877,-7866618376042.299,-7422444324732.56,-7260999353449.246,-7443029995900.334,-373115487.59096825,-471644849.12557465,-781614777.6076602,-637243944.2515486,87082570302934.25
1000.1479190412348,1.9578390032396724e+16,4.8078144439917344e+17,6.2220237206737704e+16,1.564252839542799e+16,1.6389867412562736e+16,1.689484985051815e+16,1.0966683903593594e+16,9406058701665884.0,1.1190291548670442e+16,9418524828132722.0,6312776251669077.0,5958174823195052.0,5834814399712595.0,5987550975002876.0,1.0511273204975778e+20,2.05070219487977e+17,5.747055791711488e+17,7.0191287686728776e+16,2.8977879126252704e+16,2.8786148467612664e+16,2.865917107793851e+16,2.111268256090239e+16,1.7908216108592252e+16,2.0961697790572464e+16,1.7835347995975026e+16,1.2691542475466042e+16,1.229804167419918e+16,1.2085920766442774e+16,1.2239817855423882e+16,1.0511273204975781e+20,-25443581550472.707,-24349719049541.99,-22757680409479.832,-15217327989440.049,-12882006441494.629,-15715660358300.363,-12934065798610.643,-8010104326552.177,-7551978515443.998,-7386340802469.971,-7574748356173.317,-380061739.17921644,-489910163.43853927,-825854506.2385917,-668705260.8591495,86717406804455.44
1011.1493982316472,1.9678092204646016e+16,4.8864737578961894e+17,6.294079605978805e+16,1.5834776908326382e+16,1.658920417038762e+16,1.709870743793444e+16,1.1103021497228528e+16,9522830266128718.0,1.1327884221800644e+16,9534670702894242.0,6396110853480698.0,6029642634005676.0,5903818683819311.0,6062453093746222.0,1.0621828490510791e+20,2.061146488574027e+17,5.841183435154454e+17,7.100365015754912e+16,2.9335176722475836e+16,2.913735517586489e+16,2.900600558372985e+16,2.137596854769313e+16,1.8131209757279904e+16,2.1220244052399024e+16,1.8055955790434348e+16,1.2859550587666664e+16,1.2446089839677496e+16,1.2229377496569146e+16,1.239338434980469e+16,1.0621828490510791e+20,-25833547639188.28,-24728788008956.953,-23120210054082.99,-15468958844662.72,-13096116761719.453,-15971231975043.71,-13147630466228.58,-8155329850645.641,-7682644617743.479,-7512740981676.895,-7707845955191.068,-389941239.76961863,-511726348.5048082,-874808014.776999,-704101700.1761888,86353281049343.14
1022.2608922139636,1.9778281350456464e+16,4.9663285850811955e+17,6.3668286024052904e+16,1.6028826856923242e+16,1.6790395326362826e+16,1.7304445816447212e+16,1.1240650928909156e+16,9640704675103028.0,1.146675149073028e+16,9651890981082756.0,6480374935854225.0,6101583021055916.0,5973268826076376.0,6138043954753885.0,1.0733335800996787e+20,2.071642630215749e+17,5.936744753691992e+17,7.182381463822811e+16,2.9695813820117852e+16,2.949181992677156e+16,2.93560304792447e+16,2.1641742837369756e+16,1.8356303100114904e+16,2.148117844924562e+16,1.827859804819972e+16,1.3029427268440688e+16,1.2595115691548588e+16,1.237375948691415e+16,1.2548358705495768e+16,1.0733335800996787e+20,-26227339602744.836,-25111618495253.12,-23486385854302.066,-15723184219288.574,-13312437197610.121,-16229377225611.213,-13363359564610.22,-8302314698433.789,-7814435867459.645,-7640193542936.114,-7842330661742.651,-403019427.7844017,-537393416.6207204,-928838040.7473168,-743753814.5998355,85990196462166.58
1033.4835011361033,1.987895977619927e+16,5.047396016434232e+17,6.440276474387004e+16,1.6224692757854646e+16,1.6993456019425728e+16,1.7512080257991324e+16,1.1379582877114778e+16,9759691088500354.0,1.1606903301375118e+16,9770193997004620.0,6565580556359192.0,6173992329705913.0,6043161725644260.0,6214328463170130.0,1.084579924481292e+20,2.082190864201879e+17,6.033760328465439e+17,7.265184596454586e+16,3.0059817220095336e+16,2.984956922844206e+16,2.970927159825251e+16,2.1910025929418068e+16,1.8583513513822696e+16,2.1744519547804624e+16,1.850329049547127e+16,1.3201196713155874e+16,1.2745111624856008e+16,1.2519060235695982e+16,1.270475090989914e+16,1.084579924481292e+20,-26624986267805.19,-25498238656693.344,-23856234181492.36,-15980022917244.484,-13530983853516.37,-16490113828021.32,-13581267720311.887,-8451079137423.083,-7947345175888.079,-7768691886990.372,-7978210489437.728,-419573676.34622,-567225092.4511342,-988324980.4660861,-787997426.6488464,85628156363133.47
1044.8183361474644,1.99801298084135e+16,5.129693365609102e+17,6.5144290205250136e+16,1.642238927662814e+16,1.7198401542386558e+16,1.772162618364421e+16,1.1519828143155622e+16,9879798772184916.0,1.174834970000906e+16,9889588171031202.0,6651740008015131.0,6246866744407912.0,6113494161640191.0,6291311566977705.0,1.0959222744215046e+20,2.0927914369965062e+17,6.132251010953917e+17,7.348780936164298e+16,3.042721400009956e+16,3.0210629860200452e+16,3.006575502840473e+16,2.2180838560862004e+16,1.881285857761129e+16,2.2010286103861676e+16,1.873004902242747e+16,1.3374883591903824e+16,1.2896069702194272e+16,1.2665272990554576e+16,1.2862571038996728e+16,1.0959222744215046e+20,-27026516832692.19,-25888677023618.85,-24229781780060.15,-16239494047298.203,-13751773102777.809,-16753459762643.16,-13801369788267.936,-8601643960529.385,-8081365125515.169,-7898229160687.2295,-8115493595697.024,-439893679.60584766,-601549306.2425188,-1053667727.8912324,-837184241.8293755,85267163965441.36
1056.266519508939,2.0081793793526068e+16,5.213238171508075e+17,6.5892920735509736e+16,1.6621931228480728e+16,1.7405247342742384e+16,1.793309916422058e+16,1.1661397652198828e+16,1.0001037098630946e+16,1.1891100833668462e+16,1.0010082009936934e+16,6738865822015436.0,6320202285778860.0,6184262792703531.0,6368998256442357.0,1.1073610029198721e+20,2.1034445971059056e+17,6.232237926030406e+17,7.433177044389438e+16,3.0798031516134172e+16,3.057502887395529e+16,3.0425507112181276e+16,2.2454201708200428e+16,1.9044356074382676e+16,2.2278497063015324e+16,1.895888968382818e+16,1.3550513054979888e+16,1.3047981647811626e+16,1.2812390747623626e+16,1.3021829256178586e+16,1.1073610029198721e+20,-27431960867106.67,-26282962508754.77,-24607055768191.2,-16501617024349.0,-13974821588430.666,-17019433272163.043,-14023680851688.059,-8754030493949.275,-8216487965801.256,-8028798254417.4,-8254188280603.585,-464281868.46918803,-640708733.2454383,-1125284612.8717651,-891682526.9819632,84907222379467.69
1067.8291847040284,2.0183954098032904e+16,5.298048200783225e+17,6.664871500292624e+16,1.6823333579223242e+16,1.7614009023487892e+16,1.8146514920861692e+16,1.180430245429206e+16,1.0123415547563792e+16,1.2035166950542694e+16,1.0131684107223956e+16,6826970770348283.0,6393994807495625.0,6255464156626206.0,6447393563508104.0,1.118896463290473e+20,2.114150595100972e+17,6.333742475043085e+17,7.518379521480066e+16,3.1172297404027616e+16,3.0942793595564224e+16,3.0788554447829604e+16,2.273013658933751e+16,1.927802399191153e+16,2.2549171561371628e+16,1.918982869959033e+16,1.3728110738156132e+16,1.3200838841354904e+16,1.2960406250740852e+16,1.3182535810970444e+16,1.118896463290473e+20,-27841348311856.004,-26681124407506.355,-24988083638503.977,-16766411570689.973,-14200146223846.654,-17288052861456.143,-14248216221895.959,-8908260604859.59,-8352705608982.913,-8160391799763.55,-8394302985617.893,-493053861.58297706,-685061388.1320374,-1203614454.8473117,-951877865.5202923,84548334613250.67
1079.5074765510687,2.0286613108660576e+16,5.384141450357619e+17,6.741173201641815e+16,1.7026611446073414e+16,1.7824702343920738e+16,1.8361889325620412e+16,1.1948553725385936e+16,1.0246943706583666e+16,1.2180558400350802e+16,1.025440314343428e+16,6916067868309204.0,6468239993005187.0,6327094670048040.0,6526502561141613.0,1.1305289888863514e+20,2.1249096836312528e+17,6.436786338921677e+17,7.604395006692528e+16,3.1550039580922876e+16,3.1313951626187336e+16,3.1154923890293724e+16,2.3008664665511148e+16,1.9513880523991504e+16,2.282232892620947e+16,1.9422882455340268e+16,1.3907702767734356e+16,1.3354632311239524e+16,1.3109311990798346e+16,1.3344701037654876e+16,1.1305289888863514e+20,-28254709478525.758,-27083192398214.586,-25372893258656.445,-17033897717235.521,-14427764193326.643,-17559337297441.096,-14474991438124.914,-9064356708937.22,-8490009625867.749,-8293002167350.637,-8535846292156.746,-526538958.32088387,-734981283.9572763,-1289117749.894467,-1018174002.5658019,84190503574986.89
1091.3025513165794,2.0389773232768068e+16,5.4715361499665536e+17,6.81820311252489e+16,1.7231780098476368e+16,1.803734322044581e+16,1.857923840204382e+16,1.2094162768354302e+16,1.037163127177262e+16,1.2327285634705718e+16,1.0378247886450452e+16,7006170376899935.0,6542933352046001.0,6399150628217370.0,6606330362626143.0,1.142258893037454e+20,2.1357221174729146e+17,6.541391481312461e+17,7.691230178187605e+16,3.193128624674276e+16,3.168853084363821e+16,3.1524642552141164e+16,2.328980764321495e+16,1.9751944071548188e+16,2.309798867662495e+16,1.9658067502944188e+16,1.4089315765369472e+16,1.3509352727635196e+16,1.3259100205231606e+16,1.3508335353789152e+16,1.142258893037454e+20,-28672075049172.7,-27489196542401.566,-25761512871896.625,-17304095804692.121,-14657692952632.766,-17833305608856.746,-14704022267257.416,-9222341777682.973,-8628391241590.814,-8426621464924.783,-8678826920038.017,-565080681.6440552,-790859167.2518253,-1382278011.6455762,-1090993794.681012,83833732069205.38
1103.2155768297453,2.0493436897944364e+16,5.5602507647200845e+17,6.895967201878428e+16,1.74388549589165e+16,1.8251947727375816e+16,1.8798578325751764e+16,1.2241141014015806e+16,1.0497488048284086e+16,1.247535920746527e+16,1.0503227191784088e+16,7097291805104563.0,6618070216979091.0,6471628204816975.0,6686882120805134.0,1.1540864692282755e+20,2.146588153492182e+17,6.647580151737688e+17,7.778891753033984e+16,3.231606588563806e+16,3.2066559403728144e+16,3.189773780448178e+16,2.3573587476123064e+16,1.9992233243718916e+16,2.3376170524147908e+16,1.989540056101416e+16,1.4272976852644418e+16,1.3664990395060992e+16,1.3409762877649188e+16,1.3673449258618416e+16,1.1540864692282755e+20,-29093476075999.496,-27899167284965.26,-26153971097565.168,-17577026484738.936,-14889950229473.47,-18109977086006.016,-14935324703525.67,-9382239345522.686,-8767841331282.685,-8561241535641.414,-8823253725785.582,-609037379.9322549,-853103341.8135041,-1483603288.5591857,-1170780280.829241,83478022804948.8
1115.2477325980428,2.0597606552284196e+16,5.650303997686669e+17,6.974471472628878e+16,1.7647851603716036e+16,1.846853209773246e+16,1.9019925425014436e+16,1.2389500022155516e+16,1.0624523950916372e+16,1.2624789775072282e+16,1.062935000285453e+16,7189445912038783.0,6693645738930927.0,6544523451855498.0,6768163027273050.0,1.166011991538737e+20,2.1575080506737667e+17,6.755374888785228e+17,7.867386487219123e+16,3.270440726740997e+16,3.244806574161126e+16,3.2274237277885716e+16,2.386002636701337e+16,2.0234766858901656e+16,2.3656894373339764e+16,2.013489851539546e+16,1.4458713655388456e+16,1.3821535244593872e+16,1.3561291737602534e+16,1.384005333138016e+16,1.1660119915387373e+20,-29518943981013.64,-28313135454420.06,-26550296931538.43,-17852710721148.418,-15124554023937.125,-18389371280448.01,-15168914968161.318,-9544073516680.258,-8908350415619.752,-8696853956585.074,-8969135700799.062,-658782898.2475234,-922140596.1391197,-1593627882.8249557,-1257997893.4518015,83123378392808.61
1127.4002099240233,2.070228466489882e+16,5.7417147924993043e+17,7.0537219616794024e+16,1.7858785763829362e+16,1.8687112724047868e+16,1.924329618132948e+16,1.253925148254884e+16,1.0752749004667878e+16,1.2775588096882972e+16,1.0756625351257052e+16,7282646708964712.0,6769654883753876.0,6617832299623742.0,6850178311514987.0,1.1780357153646969e+20,2.1684820701800013e+17,6.86479852332537e+17,7.956721175667934e+16,3.3096339448923372e+16,3.2833078573128496e+16,3.265416886329937e+16,2.4149146769694936e+16,2.0479563945768956e+16,2.3940180322367188e+16,2.037657841963434e+16,1.4646554307723162e+16,1.3978976825698108e+16,1.3713678260494882e+16,1.4008158229502976e+16,1.1780357153646969e+20,-29948510555681.855,-28731132263060.457,-26950519746657.535,-18131169790894.223,-15361522608877.535,-18671508004648.56,-15404809509017.72,-9707868971802.414,-9049908656213.24,-8833450037511.65,-9116481969386.408,-714707330.9408747,-998417250.887353,-1712914298.8802366,-1353133830.441193,82769801344169.98
1139.6742120232636,2.0807473725583012e+16,5.834502335984529e+17,7.133724739903771e+16,1.8071673325624292e+16,1.890770615916547e+16,1.9468707229998724e+16,1.2690407215988006e+16,1.0882173345276034e+16,1.2927765035484714e+16,1.0885062357021882e+16,7376908461164044.0,6846092427812158.0,6691550556715867.0,6932933239993696.0,1.1901578784281261e+20,2.1795104753174077e+17,6.97587418175888e+17,8.046902652270661e+16,3.349189177549598e+16,3.3221626896151384e+16,3.3037560712962572e+16,2.4440971390939212e+16,2.0726643744250348e+16,2.4226048663557052e+16,2.062045749542715e+16,1.4836527455821918e+16,1.4137304297691516e+16,1.3866913667629062e+16,1.417777468669699e+16,1.1901578784281261e+20,-30382207960641.87,-29153189307165.145,-27354669293088.973,-18412425285259.23,-15600874530255.71,-18956407331597.082,-15643025000147.678,-9873650974309.354,-9192505850794.188,-8971020819819.225,-9265301786661.559,-777217869.1266077,-1082400344.921378,-1842055452.2550776,-1456699611.4923425,82417294074381.02
1152.0709541434962,2.091317624489819e+16,5.928686060815908e+17,7.214485912149014e+16,1.8286530331658616e+16,1.913032911704539e+16,1.9696175360706244e+16,1.2842979175312526e+16,1.1012807219737558e+16,1.3081331557004304e+16,1.101467022886405e+16,7472245689663559.0,6922952953606387.0,6765673910114625.0,7016433115183742.0,1.2023787020776045e+20,2.1905935315611136e+17,7.088625289294356e+17,8.137937789922261e+16,3.3891093882276092e+16,3.3613739991933316e+16,3.3424441241327124e+16,2.473552319241859e+16,2.0976025706479124e+16,2.4514519883932656e+16,2.0866553133052436e+16,1.5028662261370574e+16,1.4296506420871806e+16,1.402098892639332e+16,1.4348913510934774e+16,1.2023787020776045e+20,-30820068725335.152,-29579338567193.53,-27762775698672.395,-18696499110903.312,-15842628607436.307,-19244089594393.223,-15883578341343.541,-10041445376465.777,-9336131428152.957,-9109557075747.729,-9415604536304.955,-846739758.4892358,-1174578981.1317751,-1981677172.556027,-1569232844.6673918,82065858904712.53
1164.5916636849313,2.1019394753980676e+16,6.024285648192813e+17,7.296011617248602e+16,1.8503372981448884e+16,1.9354998473570988e+16,1.9925717518098812e+16,1.2996979446443394e+16,1.1144660986812168e+16,1.3236298731406686e+16,1.1145458264425954e+16,7568673172805801.0,7000230845250950.0,6840197925340459.0,7100683274551869.0,1.2146983928696183e+20,2.201731506530769e+17,7.203075573259288e+17,8.22983350057438e+16,3.4293975695606556e+16,3.400944742646173e+16,3.3814839125979228e+16,2.503282539265154e+16,2.122772949770771e+16,2.4805614665731344e+16,2.11148828917888e+16,1.5222988404714566e+16,1.4456571547330964e+16,1.41758947505838e+16,1.4521585582321978e+16,1.2146983928696183e+20,-31262125747720.16,-30009612407966.676,-28174869469239.504,-18983413490930.11,-16086803933435.113,-19534575385785.32,-16126486657663.055,-10211278625149.805,-9480774442795.668,-9249049307809.357,-9567399728186.629,-923717384.7148103,-1275465855.027951,-2132441037.1704476,-1691299231.7445345,81715498064165.64
1177.2375803217806,2.1126131804671652e+16,6.121321030544161e+17,7.378308028047675e+16,1.8722217632233108e+16,1.958173126736027e+16,2.015735080236547e+16,1.3152420249424774e+16,1.127774511750765e+16,1.3392677732784236e+16,1.1277435850511394e+16,7666205947658106.0,7077920283822473.0,6915118046663482.0,7185689089483693.0,1.2271171444112323e+20,2.2129246700114963e+17,7.319249066442779e+17,8.322596735301707e+16,3.4700567434376108e+16,3.4408779051819236e+16,3.42087833085616e+16,2.5332901468960876e+16,2.1481774997187316e+16,2.5099353886905416e+16,2.1365464500316388e+16,1.5419536087679008e+16,1.461748761149258e+16,1.4331621600861816e+16,1.4695801850857224e+16,1.2271171444112323e+20,-31708412293952.984,-30444043578867.48,-28590981488890.453,-19273190965957.254,-16333419875141.398,-19827885557693.445,-16371767298912.877,-10383177767292.266,-9626423569269.873,-9389487748446.047,-9720696995858.082,-1008615506.1248405,-1385598992.350192,-2295047575.72186,-1823494843.8044522,81366213688550.06
1190.0099561249983,2.1233389969845976e+16,6.219812394261339e+17,7.461381351441952e+16,1.894308079972844e+16,1.981054470058336e+16,2.039109246982663e+16,1.330931393947032e+16,1.141207019554596e+16,1.3550479839639172e+16,1.1410612463313558e+16,7764859311253526.0,7156015242600102.0,6990429597377343.0,7271455964156190.0,1.2396351394325597e+20,2.2241732939962992e+17,7.437170110473453e+17,8.416234484385426e+16,3.5110899611360684e+16,3.4811765007556172e+16,3.4606302995712092e+16,2.5635775159441444e+16,2.1738182299011744e+16,2.5395758621609148e+16,2.161831585710741e+16,1.5618336036048348e+16,1.4779242120413576e+16,1.4488159685344614e+16,1.4871573334080232e+16,1.2396351394325597e+20,-32158961998140.992,-30882665214082.9,-29011143020252.668,-19565854395173.617,-16582496073475.283,-20124041220707.78,-16619437839111.32,-10557170454990.16,-9773067096149.773,-9530862359921.781,-9875506093906.418,-1101920655.018416,-1505543724.0556626,-2470239887.900228,-1966448701.113492,81018007822238.5
1202.9100556862484,2.1341171842872012e+16,6.319780182457764e+17,7.545237828432997e+16,1.916597915888389e+16,2.0041456139783516e+16,2.0626959933521876e+16,1.3467673008018056e+16,1.1547646917811652e+16,1.3709716435157758e+16,1.1544997668636748e+16,7864648821656525.0,7234509482219914.0,7066127780134474.0,7357989334354675.0,1.2522525520483285e+20,2.2354776526445802e+17,7.556863359233055e+17,8.510753777415085e+16,3.5525003034554684e+16,3.5218435722067436e+16,3.5007427659999564e+16,2.5941470464943108e+16,2.1996971712927412e+16,2.569485014067045e+16,2.1873455030803756e+16,1.5819419501691276e+16,1.4941822143893872e+16,1.4645498960327544e+16,1.504891111460611e+16,1.2522525520483285e+20,-32613808862065.332,-31325510832786.59,-29435385704740.598,-19861426957391.695,-16834052443530.057,-20423063743559.69,-16869516075945.672,-10733284950252.293,-9920692919621.432,-9673162834435.082,-10031836895174.17,-1204142732.2047975,-1635894930.451381,-2658807720.4134054,-2120825694.6573026,80670882418137.52
1215.9391562431108,2.144948003790071e+16,6.421245097759583e+17,7.629883734200987e+16,1.9390929544629716e+16,2.0274483116708064e+16,2.086497076380419e+16,1.3627510083794002e+16,1.1684486094779996e+16,1.3870399007476246e+16,1.1680601122112276e+16,7965590298846665.0,7313396545768211.0,7142207677341063.0,7445294666234375.0,1.264969550158747e+20,2.246838022307907e+17,7.678353782306884e+17,8.606161683412507e+16,3.5942908808496116e+16,3.5628821913987908e+16,3.541218704087184e+16,2.6250011651070428e+16,2.2258163765104784e+16,2.5996649912047908e+16,2.213090026058406e+16,1.6022818264317644e+16,1.5105214304444036e+16,1.4803629131134668e+16,1.5227826337545372e+16,1.264969550158747e+20,-33072987254940.31,-31772614339433.32,-29863741562780.793,-20159932152123.777,-17088109174665.254,-20724974752570.215,-17122020030185.844,-10911550129377.549,-10069288536663.207,-9816378594462.21,-10189699387844.715,-1315816821.2564557,-1777279588.7074542,-2861592051.811525,-2287329889.158062,80324839339935.44
1229.098547805542,2.155831718952407e+16,6.524228105126086e+17,7.715325378198856e+16,1.9617948952622396e+16,2.0509643329144716e+16,2.1105142688940876e+16,1.378883793388463e+16,1.1822598650925916e+16,1.4032539149942698e+16,1.1817432569409608e+16,8067699825414849.0,7392669753840389.0,7218664251611253.0,7533377455026132.0,1.2777862979319097e+20,2.2582546815095542e+17,7.801666668471764e+17,8.702465310979795e+16,3.636464833558181e+16,3.604295459359726e+16,3.5820611145614984e+16,2.656142325019829e+16,2.2521779198873944e+16,2.6301179601278604e+16,2.239066995652223e+16,1.6228564632855532e+16,1.5269404767164114e+16,1.4962539653096414e+16,1.5408330207809504e+16,1.2777862979319097e+20,-33536531913233.984,-32224010023997.598,-30296242994028.64,-20461393800656.246,-17344686730556.77,-21029796131097.543,-17376967945105.715,-11091995486932.135,-10218841037804.29,-9960498793325.463,-10349103672396.602,-1437505252.003636,-1930359661.345035,-3079490235.5018315,-2466708250.4417377,79979880363328.89
1242.3895332835975,2.1667685952716268e+16,6.628750434703608e+17,7.801569104269357e+16,1.9847054539989036e+16,2.074695464176762e+16,2.134749359571896e+16,1.395166946482083e+16,1.1961995625111378e+16,1.4196148561370036e+16,1.195550184644275e+16,8170993747064009.0,7472322199591433.0,7295492346278829.0,7622243223684716.0,1.2907029583067015e+20,2.2697279109499197e+17,7.926827629224328e+17,8.799671808474216e+16,3.679025331738236e+16,3.64608650642419e+16,3.623273025032165e+16,2.687573006351038e+16,2.278783897541922e+16,2.6608461071911548e+16,2.265278269993623e+16,1.643669144643271e+16,1.5434379229587288e+16,1.5122219732651156e+16,1.559043398729857e+16,1.290702958306702e+20,-34004477940475.523,-32679732562303.312,-30732922777575.766,-20765836047128.844,-17603805849232.688,-21337550018955.195,-17634378285876.45,-11274651139326.588,-10369337099440.273,-10105512315975.17,-10510059958422.566,-1569799945.517292,-2095835366.1069355,-3313461754.443742,-2659754842.798456,79636007177623.3
1255.8134286164336,2.1777589002534852e+16,6.734833584711183e+17,7.888621290788829e+16,2.0078263626068444e+16,2.098643508699343e+16,2.1592041530060096e+16,1.4116017723671984e+16,1.210268817095305e+16,1.436123904628605e+16,1.2094818879573862e+16,8275488672910546.0,7552346743807039.0,7372686685964872.0,7711897521479813.0,1.303719695453224e+20,2.2812579934840202e+17,8.053862602350004e+17,8.897788364214757e+16,3.7219755755949064e+16,3.6882584923774136e+16,3.664857490087397e+16,2.7192957163055904e+16,2.305636427443625e+16,2.6918516385933236e+16,2.2917257243731948e+16,1.6647232074954656e+16,1.5600122911546526e+16,1.528265832856687e+16,1.5774148991970926e+16,1.303719695453224e+20,-34476860807114.402,-33139817016334.46,-31173814072181.438,-21073283359645.848,-17865487543043.91,-21648258811823.758,-17894269738961.56,-11459547827950.955,-10520762975717.408,-10251407779993.676,-10672578561319.709,-1713325075.477038,-2274448870.65327,-3564534641.2981267,-2867315543.967838,79293221386099.25
1269.371562902598,2.1888029034481148e+16,6.842499324362376e+17,7.976488350841126e+16,2.0311593693151644e+16,2.122810286584636e+16,2.1838804697639132e+16,1.4281895899153752e+16,1.2244687557166876e+16,1.4527822515176678e+16,1.2235393685812286e+16,8381201475577678.0,7632736010024365.0,7450241877200766.0,7802345922528687.0,1.3168366771290897e+20,2.2928452141600592e+17,8.182797855532467e+17,8.996822206722338e+16,3.7653187955120616e+16,3.7308146066007896e+16,3.706817591393553e+16,2.7513129893832584e+16,2.3327376494746396e+16,2.7231367804182696e+16,2.3184112512738696e+16,1.6860220419262144e+16,1.576662054512437e+16,1.5443844153281598e+16,1.5959486588793694e+16,1.3168366771290897e+20,-34953716350423.867,-33604298834606.625,-31618950416443.47,-21383760531399.918,-18129753098629.46,-21961945160657.555,-18156661211501.64,-11646716921873.812,-10673104489980.146,-10398173536807.059,-10836669898840.305,-1868740084.116594,-2466988458.353996,-3833812619.4862304,-3090293327.9818206,78951524504186.56
1283.065278531624,2.199900876352728e+16,6.951769696821668e+17,8.065176732424074e+16,2.0547062387222844e+16,2.147197634883708e+16,2.2087801464514388e+16,1.4449317322749082e+16,1.2388005167889352e+16,1.4695910984724772e+16,1.237723637301282e+16,8488149291077680.0,7713482379729986.0,7528152409104336.0,7893594024269777.0,1.3300540768758448e+20,2.3044898601451843e+17,8.313659990008172e+17,9.096780604998365e+16,3.809058252182892e+16,3.773758068219911e+16,3.749156437796263e+16,2.783627387589519e+16,2.3600897254866292e+16,2.7547037786757508e+16,2.3453367604043604e+16,1.7075690910860506e+16,1.593385636474222e+16,1.5605765674358212e+16,1.6146458192571874e+16,1.3300540768758448e+20,-35435080774439.81,-34073213852572.805,-32068365729042.062,-21697292681816.305,-18396624076820.79,-22278631971091.516,-18421571830695.062,-11836190420069.326,-10826347025807.754,-10545797673111.912,-11002344487517.582,-2036743093.2433448,-2674293214.0291286,-4122483019.41139,-3329654166.829592,78610917968162.42
1296.8959313169403,2.211053092478798e+16,7.062667022198307e+17,8.154692918694442e+16,2.0784687518698908e+16,2.171807407685e+16,2.233905035776464e+16,1.4618295469842984e+16,1.2532652502976554e+16,1.4865516578046016e+16,1.2520357140070112e+16,8596349518477064.0,7794577987665115.0,7606412654107756.0,7985647445876170.0,1.3433720760059594e+20,2.3161922207963366e+17,8.446475944262854e+17,9.197670868847498e+16,3.853197236740364e+16,3.817092126253929e+16,3.791877165422713e+16,2.8162415006490348e+16,2.3876948393536108e+16,2.7865548993414748e+16,2.372504178731857e+16,1.7293678511211012e+16,1.6101814097451546e+16,1.5768411116050278e+16,1.6335075262654438e+16,1.3433720760059594e+20,-35920990649916.37,-34546598293059.89,-32522094308933.03,-22013905257739.434,-18666122312532.47,-22598342402830.74,-18689020943175.58,-12028000953166.057,-10980475517659.398,-10694268012491.625,-11169612938958.738,-2218074753.706319,-2897258280.685852,-4431825524.07251,-3586433603.874548,78271403124941.55
1310.8648906301096,2.2222598272281492e+16,7.17521390057851e+17,8.245043428254453e+16,2.1024487063171296e+16,2.1966414762047772e+16,2.25925700661351e+16,1.4788843960873516e+16,1.2678641178276112e+16,1.503665152491937e+16,1.2664766277112766e+16,8705819819338611.0,7876014717266832.0,7685016868735655.0,8078511826607962.0,1.3567908653421232e+20,2.3279525875446512e+17,8.581272997774778e+17,9.29950034924667e+16,3.897739070887831e+16,3.860820059768288e+16,3.834982937785619e+16,2.8491579462221344e+16,2.4155551970197148e+16,2.818692428396175e+16,2.399915450514706e+16,1.7514218710569638e+16,1.6270476953486864e+16,1.593176846097601e+16,1.6525349299515104e+16,1.3567908653421232e+20,-36411482914351.93,-35024488766760.066,-32980170835583.277,-22333624034632.586,-18938269914601.72,-22921099869047.812,-18959028114398.55,-12222181784692.443,-11135474441166.8,-10843572117242.445,-11338485956004.541,-2413522579.5426016,-3136840740.1114526,-4763221794.038214,-3861744050.729057,77932981244484.28
