t(s),Total solute volume 7,Total solute volume 8,Total solute volume 9,Total solute volume 10,Total solute volume 11,Total solute volume 12,Total solute volume 13,Total solute volume 14,Total solute volume 15,Total solute volume 16,Total solute volume 17,Total solute volume 18,Total solute volume 19,Total solute volume 20,Total solute volume 6,Total retention volume 7,Total retention volume 8,Total retention volume 9,Total retention volume 10,Total retention volume 11,Total retention volume 12,Total retention volume 13,Total retention volume 14,Total retention volume 15,Total retention volume 16,Total retention volume 17,Total retention volume 18,Total retention volume 19,Total retention volume 20,Total retention volume 6,Flux surface 30: solute,Flux surface 29: solute,Flux surface 28: solute,Flux surface 31: solute,Flux surface 32: solute,Flux surface 33: solute,Flux surface 34: solute,Flux surface 35: solute,Flux surface 36: solute,Flux surface 37: solute,Flux surface 38: solute,Flux surface 24: solute,Flux surface 25: solute,Flux surface 26: solute,Flux surface 27: solute,Flux surface 21: solute
4793.923192082852,4.1349294840490056e+16,4.5918019573853204e+18,2.930359198522097e+17,7.61260878560021e+16,7.911753348303995e+16,8.037256189128584e+16,5.5050752514800344e+16,4.598317554326502e+16,5.3665460125677896e+16,4.532754100548007e+16,3.9358586814022136e+16,1.5369853051580592e+16,1.6662343014991992e+16,2.717773489263075e+16,4.001087187040503e+20,4.349276966327906e+17,5.517380209600612e+18,3.306993403056955e+17,1.4115462215081142e+17,1.3907416292121419e+17,1.3643726622645158e+17,1.0607887842391997e+17,8.761740375325643e+16,1.0061678759728334e+17,8.590166540073634e+16,7.917312373386734e+16,3.180066129657877e+16,3.4554290063248132e+16,5.559754484363802e+16,4.001087187040506e+20,-150342027585954.47,-147127432851745.53,-140359429994579.47,-99622520870907.34,-82926934849990.38,-97562516620538.69,-81651370911729.61,-69746489084744.17,-26529959075167.652,-28771928607407.344,-47544199944175.39,-3229333493559.63,-3721316012556.6226,-4350594769945.672,-3810906165137.8613,44053346205682.55
4842.862424003681,4.154498492561281e+16,4.65652139387153e+18,2.958145425618496e+17,7.685059575431854e+16,7.98732417606197e+16,8.112758426616504e+16,5.55990572976052e+16,4.6392606873627304e+16,5.416029871087845e+16,4.57501332953291e+16,3.975241137457735e+16,1.5376811631740728e+16,1.6700988608189058e+16,2.738024346663197e+16,4.0323669681320126e+20,4.370203882082218e+17,5.595398810754546e+18,3.3385389258668064e+17,1.4249644363124694e+17,1.4040112211698186e+17,1.3771765276524224e+17,1.0713437258421301e+17,8.839714359123907e+16,1.0154362871501898e+17,8.670178271936035e+16,7.996459184196638e+16,3.1815157638344876e+16,3.4634045102105788e+16,5.601129770713388e+16,4.0323669681320126e+20,-151844911440961.53,-148623632497268.66,-141785044849161.06,-100687069687101.77,-83730510422567.89,-98531078585561.22,-82473049168217.66,-70521317287501.33,-26546716227103.484,-28850680041920.195,-47938887854711.555,-3336864457243.7905,-3844340523266.7456,-4489159450564.843,-3933603141687.0845,43845139965316.03
4892.291048243717,4.174121896500856e+16,4.722101895287949e+18,2.9861273331004896e+17,7.75812706542805e+16,8.063555837463707e+16,8.188892880948069e+16,5.615261448259838e+16,4.680384297971166e+16,5.4658823989072504e+16,4.6176126750543384e+16,4.014632713865111e+16,1.5383308426494104e+16,1.6739094353950038e+16,2.7582823873423844e+16,4.0638591090600234e+20,4.391196672783191e+17,5.674459375500912e+18,3.3703154050255674e+17,1.4384965004824907e+17,1.4173965434964421e+17,1.3900873408335419e+17,1.0819995300552646e+17,8.9180322244683e+16,1.0247735092640386e+17,8.750832527494666e+16,8.075622709879736e+16,3.1828693279603696e+16,3.4712680486219076e+16,5.6425186705974024e+16,4.0638591090600234e+20,-153360590157381.4,-150133121122550.47,-143222995899789.2,-101762003304037.17,-84537985241883.33,-99507068574012.03,-83301498014795.62,-71297180060444.34,-26562387372584.977,-28928330266727.375,-48333896753144.016,-3447194588162.2026,-3970558526743.11,-4631188052798.826,-4059402297888.298,43637831501313.37
4942.2139587261545,4.193798797697367e+16,4.788554611008656e+18,3.0143036104088064e+17,7.831816202312904e+16,8.140454117629774e+16,8.265664438011896e+16,5.671147852615995e+16,4.721683339782395e+16,5.516104673877017e+16,4.660554411870638e+16,4.054018600543962e+16,1.5389366798774182e+16,1.6776661006319924e+16,2.778544108671443e+16,4.09556523221351e+20,4.412254523993402e+17,5.754575439577656e+18,3.4023216033083846e+17,1.4521433221852816e+17,1.4308986059000539e+17,1.4031059253768886e+17,1.0927572392406947e+17,8.996684383046589e+16,1.0341797371953269e+17,8.832133590238094e+16,8.154773177739174e+16,3.1841316697900464e+16,3.479019802620526e+16,5.6839140249496664e+16,4.09556523221351e+20,-154889163310809.88,-151656015655969.78,-144673382585039.5,-102847430240669.81,-85349263134728.97,-100490510490155.38,-84136763301966.39,-72073777947177.16,-26577025076563.77,-29004882282771.582,-48729158068232.75,-3560380093195.161,-4100033667335.16,-4776746754934.227,-4188364438282.942,43431418370409.836
4992.636098313416,4.2135282746796184e+16,4.855890836560509e+18,3.042672893132822e+17,7.906131973021658e+16,8.21802485718578e+16,8.343078016658712e+16,5.727570451483441e+16,4.763152578345785e+16,5.566697721999767e+16,4.7038408217130744e+16,4.093383855874395e+16,1.5395009486339042e+16,1.6813689247923966e+16,2.7988059449714604e+16,4.1274869821382033e+20,4.433376596351477e+17,5.83576071608249e+18,3.434556214684625e+17,1.4659058168988787e+17,1.4445184277344285e+17,1.4162331103633766e+17,1.1036179077689926e+17,9.075660887903494e+16,1.0436551559373888e+17,8.914085756561187e+16,8.233880552399448e+16,3.1853075084806212e+16,3.4866599375282616e+16,5.725308546190828e+16,4.1274869821382033e+20,-156430731154707.34,-153192434152890.03,-146136305151547.97,-103943460283365.78,-86164244157779.53,-101481427219975.11,-84978891022853.92,-72850807469385.83,-26590680715199.54,-29080338768435.465,-49124601956591.0,-3676478129820.7734,-4232830514630.433,-4925902565924.579,-4320551242805.382,43225898147838.516
5043.5624592965505,4.233309382923085e+16,4.924122014632978e+18,3.071233766614625e+17,7.981079405169822e+16,8.296273952896515e+16,8.421138568827973e+16,5.784534817257643e+16,4.804786587744403e+16,5.6176625158328696e+16,4.747474193188904e+16,4.13271342953579e+16,1.5400258578298312e+16,1.6850179709957544e+16,2.8190642677072776e+16,4.159626023196776e+20,4.454562025734133e+17,5.918029096725827e+18,3.4670178675835674e+17,1.4797849074973117e+17,1.458257038108863e+17,1.4294697304061763e+17,1.1145826021565032e+17,9.15495142696788e+16,1.0531999402955987e+17,8.996693335579301e+16,8.312914581771547e+16,3.1864014296357744e+16,3.4941886071213044e+16,5.76669481860986e+16,4.159626023196776e+20,-157985394623209.97,-154742495808546.0,-147611864663460.3,-105050204500540.28,-86982824536156.81,-102479840597621.48,-85827927311329.12,-73627961626296.97,-26603404402301.918,-29154702131997.25,-49520157303495.445,-3795546799384.927,-4369014538431.1533,-5078723292888.59,-4456025239451.934,43021268447201.36
5094.998083889516,4.253141154363304e+16,4.9932597359748e+18,3.099984769485782e+17,8.056663567530728e+16,8.375207358306622e+16,8.499851079672592e+16,5.842046586804465e+16,4.846579747178227e+16,5.6689999728973224e+16,4.791456821682191e+16,4.1719921854519416e+16,1.5405135494941514e+16,1.688613299116327e+16,2.839315385837594e+16,4.191984037285194e+20,4.475809922644708e+17,6.001394652960911e+18,3.4997051281036563e+17,1.4937815243372032e+17,1.4721154759990102e+17,1.442816625670823e+17,1.1256524012035205e+17,9.23454531651218e+16,1.06281425458837e+17,9.079960648938544e+16,8.391844843230805e+16,3.1874178810346576e+16,3.501605957611525e+16,5.80806529906919e+16,4.191984037285194e+20,-159553255333658.1,-156306320971168.6,-149100163012020.72,-106167775257446.67,-87804896599142.61,-103485771371660.66,-86683918439847.16,-74404930399014.4,-26615244924384.83,-29227974561777.46,-49915751725318.766,-3917645135058.4224,-4508652078805.388,-5235277505626.478,-4594849772947.633,42817526920463.664
5146.948064728412,4.273022597904507e+16,5.063315740172374e+18,3.1289243970636205e+17,8.132889570520421e+16,8.45483108438782e+16,8.579220567679022e+16,5.900111462195276e+16,4.888526237561237e+16,5.720710954096978e+16,4.835791009250884e+16,4.211204924794697e+16,1.5409660970771456e+16,1.6921549675788432e+16,2.8595555463515828e+16,4.224562721700217e+20,4.497119372701014e+17,6.085871636981274e+18,3.5326165030886144e+17,1.5078966053457123e+17,1.486094790358899e+17,1.4562746418944637e+17,1.1368283961335582e+17,9.314431494628856e+16,1.0724982523502773e+17,9.163892030619051e+16,8.47064078991163e+16,3.1883611690262664e+16,3.508912131413197e+16,5.8494123180958616e+16,4.224562721700217e+20,-161134415589324.9,-157884031155166.53,-150601302925395.75,-107296286231147.81,-88630348714005.67,-104499239171500.66,-87546910817491.0,-75181401258568.72,-26626249684039.895,-29300158073920.43,-50311311574022.9,-4042833084133.484,-4651810311937.672,-5395634499118.447,-4737088969685.629,42614671252342.98
5199.417545375696,4.292952698937555e+16,5.134301916300124e+18,3.158051104530299e+17,8.209762566692698e+16,8.53515120019286e+16,8.659252084786035e+16,5.9587352114472296e+16,4.930620038180467e+16,5.77279626215418e+16,4.8804790645226696e+16,4.250336408990827e+16,1.5413855040659248e+16,1.695643035052267e+16,2.879780935023751e+16,4.257363787239912e+20,4.518489436058757e+17,6.171474482578385e+18,3.565750442990624e+17,1.522131096110375e+17,1.500196040234086e+17,1.4698446304049072e+17,1.1481116907335323e+17,9.394598514816018e+16,1.0822520760385347e+17,9.248491826735739e+16,8.54927179700636e+16,3.1892354555719696e+16,3.516107270695296e+16,5.8907280814237944e+16,4.257363787239912e+20,-162728978381799.8,-159475749054612.38,-152115387978798.16,-108435852425401.34,-89459065218684.55,-105520262473853.17,-88416950987747.97,-75957059676085.06,-26636464651297.574,-29371254557752.586,-50706761944401.44,-4171171484668.995,-4798557212100.632,-5559864254586.24,-4882807699719.858,42412699159448.24
5252.411720829453,4.312930419467022e+16,5.206230303439015e+18,3.187363309819312e+17,8.287287751239091e+16,8.616173833515635e+16,8.739950716498165e+16,6.017923669269482e+16,4.972854923466984e+16,5.825256640064172e+16,4.925523302585172e+16,4.2893713826712216e+16,1.5417737029034206e+16,1.69907756204248e+16,2.8999876774174864e+16,4.290388956606341e+20,4.5399191474764474e+17,6.258217805853001e+18,3.5991053444412774e+17,1.5364859499697622e+17,1.5144202948758045e+17,1.4835274481387584e+17,1.1595034014951014e+17,9.475034539766323e+16,1.0920758567432734e+17,9.333764395328875e+16,8.627707207944558e+16,3.1900447559186736e+16,3.5231915207208404e+16,5.932004672050374e+16,4.290388956606341e+20,-164337047393512.03,-161081598556634.0,-153642522604453.25,-109586590185820.97,-90290926353961.16,-106548858569645.67,-89294085626533.1,-76731589633796.12,-26645934322731.273,-29441265818686.402,-51102026684723.55,-4302722036612.6084,-4948961510688.329,-5728037400215.64,-5032071536762.64,42211608407841.016
5305.935838037747,4.3329546982521016e+16,5.279113091053425e+18,3.216859396134886e+17,8.365470362498178e+16,8.697905171557347e+16,8.821321581997176e+16,6.077682737815387e+16,5.015224459928988e+16,5.8780927695738744e+16,4.97092604487144e+16,4.328294596487792e+16,1.5421325542021314e+16,1.7024586123846026e+16,2.9201718401674784e+16,4.323639963164507e+20,4.5614075163418234e+17,6.346116405769839e+18,3.6326795524524186e+17,1.5509621281059072e+17,1.5287686338561904e+17,1.4973239576591414e+17,1.171004657757099e+17,9.555727335454795e+16,1.1019697139026598e+17,9.4197141061454e+16,8.705916380301171e+16,3.1907929368847864e+16,3.5301650329753012e+16,5.973234052869667e+16,4.3236399631645075e+20,-165958727000030.7,-162701704755214.75,-155182812101950.66,-110748617215045.55,-91125808196783.53,-107585043530900.55,-90178361539882.16,-77504674135537.14,-26654701687984.71,-29510193618663.414,-51497028411596.164,-4437547267988.393,-5103092653282.98,-5900225172199.561,-5184946716962.474,42011396806236.375
5359.995196418125,4.35302445050635e+16,5.352962619221444e+18,3.246537714035219e+17,8.444315682474422e+16,8.780351461598549e+16,8.903369834246386e+16,6.138018387439708e+16,5.057722003299379e+16,5.931305269689966e+16,5.0166896190385944e+16,4.367090829713031e+16,1.5424638462436142e+16,1.7057862546365928e+16,2.9403294325674624e+16,4.357118550090739e+20,4.582953526349313e+17,6.435185264551312e+18,3.666471362173808e+17,1.5655605996384608e+17,1.5432421471844688e+17,1.511235027172289e+17,1.1826166018488616e+17,9.636664265626173e+16,1.1119337550238949e+17,9.506345340407723e+16,8.783868731262253e+16,3.1914837157405976e+16,3.5370279680870264e+16,6.014408069936203e+16,4.357118550090739e+20,-167594122272354.94,-164336193964796.34,-156736362648879.62,-111922052588179.55,-91963582595025.95,-108628832178365.11,-91069825661750.98,-78275995715416.2,-26662808203474.598,-29578039714166.87,-51891688529461.11,-4575710496616.325,-5261020755590.523,-6076499377152.84,-5341500097656.354,41812062205174.266
5414.5951483823055,4.3731385681494264e+16,5.427791378712664e+18,3.2763965830165446e+17,8.523829037362197e+16,8.863519011676459e+16,8.98610066009674e+16,6.1989366574622936e+16,5.10034069594021e+16,5.984894695219135e+16,5.062816358839609e+16,4.405744912513882e+16,1.5427692947540362e+16,1.7090605633758542e+16,2.9604564084894024e+16,4.390826469933158e+20,4.6045561356621926e+17,6.525439547900733e+18,3.7004790201424205e+17,1.5802823417198016e+17,1.557841935424069e+17,1.525261530544354e+17,1.1943403892348262e+17,9.717832286762869e+16,1.1219680754105112e+17,9.59366249056925e+16,8.861533782427142e+16,3.192120659663645e+16,3.5437804985437428e+16,6.055518456413795e+16,4.390826469933158e+20,-169243338979237.47,-165985193734241.16,-158303281311259.03,-113107016768076.14,-92804117105408.28,-109680238049506.6,-91968525051606.23,-79045236942756.52,-26670293773021.75,-29644805891795.34,-52285927255610.164,-4717275788096.132,-5422816559279.655,-6256932356413.207,-5501799116684.256,41613602514885.04
5469.741099866129,4.393295919561547e+16,5.503612010906808e+18,3.306434292544641e+17,8.604015798079475e+16,8.947414191271418e+16,9.069519280382686e+16,6.260443656938095e+16,5.143073464555068e+16,6.0388615353478344e+16,5.109308603984823e+16,4.444241747776518e+16,1.5430505429451544e+16,1.7122816204008714e+16,2.9805486686567736e+16,4.424765484584157e+20,4.626214276537718e+17,6.616894605050835e+18,3.734700724966452e+17,1.5951283396318826e+17,1.5725691098112474e+17,1.539404347316453e+17,1.206177188660246e+17,9.799217943631974e+16,1.1320727578975254e+17,9.681669960050952e+16,8.938881203699056e+16,3.1927071857470396e+16,3.550422811209289e+16,6.0965568372546776e+16,4.424765484584157e+20,-170906483589095.0,-167648832860977.25,-159883676054594.7,-114303631621034.36,-93647274935346.28,-110739273367175.39,-92874506891920.55,-79812080921856.14,-26677196735130.023,-29710494001404.316,-52679663651246.51,-4862307911358.505,-5588551389005.083,-6441596953178.764,-5665911753646.796,41416015694622.34
5525.43851086479,4.413495350100384e+16,5.580437307547862e+18,3.336649102490747e+17,8.68488138080904e+16,9.032043431992218e+16,9.153630950017915e+16,6.322545565433661e+16,5.185913018242467e+16,6.093206212260387e+16,5.156168699994305e+16,4.482566332334641e+16,1.5433091618090616e+16,1.7154495158401522e+16,3.0006020632897144e+16,4.4589373656500765e+20,4.6479268558260685e+17,6.709565968628412e+18,3.769134627400039e+17,1.610099586884475e+17,1.587424792373486e+17,1.553664362719794e+17,1.2181281822981667e+17,9.880807365476342e+16,1.1422478725941387e+17,9.770372162960358e+16,9.015880855965158e+16,3.1932465615373516e+16,3.5569551096452604e+16,6.137514734646401e+16,4.4589373656500765e+20,-172583663272328.25,-169327241404854.16,-161477655754623.06,-115512020432366.73,-94492914889925.77,-111805949008943.89,-93787818485623.3,-80576211783970.16,-26683553856647.016,-29775105986950.48,-53072815659198.125,-5010872292335.5205,-5758297111195.483,-6630566483006.518,-5833906493701.249,41219299737190.47
5581.692895973438,4.4337356814849016e+16,5.658280210330303e+18,3.367039242942656e+17,8.766431247546546e+16,9.11741322827436e+16,9.238440958086635e+16,6.385248633809356e+16,5.228851846924857e+16,6.147929079803092e+16,5.2033989980362504e+16,4.5207037774354136e+16,1.5435466506539826e+16,1.7185643491710304e+16,3.0206123951394276e+16,4.49334389518901e+20,4.669692754300144e+17,6.803469354331708e+18,3.803778829777866e+17,1.6251970853146582e+17,1.6024101160501635e+17,1.568042467689896e+17,1.2301945658974018e+17,9.96258626291681e+16,1.1524934766354589e+17,9.859773523784307e+16,9.092502832231104e+16,3.1937419060758024e+16,3.5633776162433336e+16,6.178383574260823e+16,4.49334389518901e+20,-174274985903082.2,-171020550702776.0,-163085330208566.84,-116732307922231.0,-95340891324876.56,-112880274477321.16,-94708507253120.81,-81337315169180.89,-26689400332526.793,-29838643914981.176,-53465300148862.79,-5163034967491.738,-5932126095851.047,-6823914707892.553,-6005852294461.751,41023452729714.45
5638.509824933172,4.454015712466158e+16,5.737153810310353e+18,3.3976029133755475e+17,8.848670906658822e+16,9.203530138077805e+16,9.323954627925486e+16,6.448559185009869e+16,5.271882220178167e+16,6.203030422193852e+16,5.251001854753359e+16,4.558639328257366e+16,1.5437644378672924e+16,1.7216262301513216e+16,3.0405754229205124e+16,4.527986866769312e+20,4.69151082716656e+17,6.898620660413454e+18,3.8386313847941696e+17,1.6404218451881888e+17,1.6175262248129898e+17,1.5825395588792688e+17,1.2423775489321235e+17,1.0044539925616611e+17,1.1628096139432216e+17,9.949878477059154e+16,9.168717496835746e+16,3.1941961914145972e+16,3.5696905741743944e+16,6.219154692322694e+16,4.527986866769312e+20,-175980560061076.47,-172728893382644.2,-164706810146545.16,-117964620261614.4,-96191054106594.47,-113962257870839.64,-95636620729394.62,-82095078695247.75,-26694769791405.957,-29901110000924.09,-53857032968736.22,-5318862537925.28,-6110111181894.968,-7021715814581.163,-6181818557137.175,40828472791762.88
5695.894923182504,4.474334218570291e+16,5.817071347140686e+18,3.4283382811820275e+17,8.93160591344694e+16,9.29040078359356e+16,9.410177317206894e+16,6.5124836148604984e+16,5.314996186475641e+16,6.25851045278172e+16,5.2989796320721624e+16,4.596358382279101e+16,1.5439638818905956e+16,1.7246352796664138e+16,3.0604868651508804e+16,4.5628680867892324e+20,4.71337990382526e+17,6.995035966964705e+18,3.873690293627541e+17,1.6557748853017046e+17,1.6327742737880717e+17,1.5971565386703014e+17,1.254678354752465e+17,1.012665322073481e+17,1.1731963149963142e+17,1.0040691467008293e+17,9.244495522340038e+16,3.194612244577302e+16,3.5758942491599812e+16,6.259819343517218e+16,4.5628680867892324e+20,-177700495033522.9,-174452403378205.6,-166342207242871.8,-119209085088294.7,-97043248579730.73,-115051905856144.47,-96572206560603.06,-82849192409679.33,-26699694306687.426,-29962506633179.484,-54247929007051.71,-5478422125336.728,-6292325646667.209,-7224044396943.982,-6361875101685.738,40634358111182.13
5753.853872414329,4.4946899521216136e+16,5.89804620812459e+18,3.45924347957962e+17,9.01524187072001e+16,9.378031851952434e+16,9.497114418014832e+16,6.5770283928727736e+16,5.35818557285477e+16,6.3143693128536216e+16,5.347334696996445e+16,4.633846506289537e+16,1.5441462723908306e+16,1.7275916304942002e+16,3.0803424043991536e+16,4.597989375981501e+20,4.735298787764555e+17,7.092731534996513e+18,3.908953503430412e+17,1.671257233086939e+17,1.6481554293782102e+17,1.6118943151869107e+17,1.2670982207368989e+17,1.0208910592191075e+17,1.183653596610582e+17,1.013221694715009e+17,9.319807923668395e+16,3.194992749930266e+16,3.581988931071203e+16,6.300368709735268e+16,4.597989375981501e+20,-179434900816681.25,-176191215943501.56,-167991634127842.53,-120465831523068.53,-97897315543366.66,-116149223640938.9,-97515312500530.98,-83599349221664.28,-26704204412788.21,-30022836395051.348,-54637902260675.95,-5641781331022.08,-6478843180022.406,-7430975442550.214,-6546092146541.285,40441106940344.23
5812.392411138472,4.515081642475697e+16,5.980091927087712e+18,3.490316604927526e+17,9.099584429372462e+16,9.466430095938845e+16,9.584771356912901e+16,6.642200063056341e+16,5.40144198499885e+16,6.370607070491907e+16,5.396069421379923e+16,4.67108945182574e+16,1.5443128316105962e+16,1.7304954279922286e+16,3.1001376919396344e+16,4.63335257101951e+20,4.757266256744482e+17,7.191723805316025e+18,3.9444189042198957e+17,1.6868699247155267e+17,1.6636708693860483e+17,1.626753802304783e+17,1.2796383984457858e+17,1.0291296060726093e+17,1.1941814617286512e+17,1.0224459379866387e+17,9.39462608907203e+16,3.1953402519303496e+16,3.5879749353645916e+16,6.340793909655432e+16,4.63335257101951e+20,-181183888117424.16,-177945467667435.3,-169655204399365.4,-121734990186173.52,-98753091235655.77,-117254214948259.89,-98465986406747.58,-84345245309408.48,-26708329126198.72,-30082102084732.9,-55026865912609.08,-5809008198514.435,-6669737863343.971,-7642584323450.436,-6734540293213.744,40248717606504.336
5871.516335249857,4.535507996117424e+16,6.063222183064651e+18,3.521555713504177e+17,9.184639288973406e+16,9.555602334710464e+16,9.673153595012758e+16,6.708005244740096e+16,5.44475680771807e+16,6.427223719478602e+16,5.445186181679232e+16,4.7080731688297736e+16,1.5444647158805458e+16,1.7333468307091368e+16,3.119868352807139e+16,4.6689595261260176e+20,4.7792810628198246e+17,7.29202939719224e+18,3.9800843252251174e+17,1.7026140052060157e+17,1.6793217831382355e+17,1.6417359196617238e+17,1.292300153776611e+17,1.0373793224734206e+17,1.2047798992189533e+17,1.0317423235933445e+17,9.468921807495272e+16,3.1956571582136056e+16,3.5938526043588812e+16,6.381086009146547e+16,4.668959526126018e+20,-182947568354803.75,-179715296488876.94,-171333032635107.7,-123016693213680.89,-99610407327395.36,-118366881991670.55,-99424276236232.97,-85086580498649.83,-26712095971008.254,-30140306733247.535,-55414732418071.07,-5980171180686.889,-6865084153484.192,-7858946790595.088,-6927290515318.593,40057188502729.15
5931.231498602355,4.555967696791044e+16,6.147450798800867e+18,3.552958817811951e+17,9.270412198361426e+16,9.645555454520126e+16,9.762266628031002e+16,6.77445063340204e+16,5.488121205806545e+16,6.484219178245313e+16,5.494687358684148e+16,4.744783817332624e+16,1.5446030172755566e+16,1.7361460109236526e+16,3.139529991241033e+16,4.704812114584682e+20,4.801341932347327e+17,7.393665106813004e+18,4.015947530763814e+17,1.7184905285319053e+17,1.6951093716099277e+17,1.6568415926659805e+17,1.3050847671208851e+17,1.0456385261825318e+17,1.2154488836837989e+17,1.041111299401002e+17,9.542667291959381e+16,3.1959457429873196e+16,3.5996223083601252e+16,6.421236032467177e+16,4.704812114584682e+20,-184726053661149.7,-181500841711117.2,-173025234404428.84,-124311074274199.12,-100469090924790.73,-119487225451490.72,-100390230040824.02,-85823058607742.25,-26715531008480.04,-30197453620539.41,-55801413599314.73,-6155339112099.739,-7064956871190.361,-8080138972093.649,-7124414151966.165,39866518087815.85
5991.543813588379,4.576459405550809e+16,6.232791739069726e+18,3.584523882492276e+17,9.356908956246096e+16,9.736296409441056e+16,9.852115986346854e+16,6.841543001509585e+16,5.5315261252319176e+16,6.5415932888656216e+16,5.544575337222124e+16,4.7812077769992344e+16,1.544728765397375e+16,1.738893155114913e+16,3.159118196503001e+16,4.740912230051087e+20,4.8234475660867456e+17,7.496647905531062e+18,4.0520062157378016e+17,1.734500557730865e+17,1.7110348475497002e+17,1.6720717525047866e+17,1.3179935335229997e+17,1.0539054931037784e+17,1.2261883752758691e+17,1.0505533140076763e+17,9.615835198631909e+16,3.196208150689001e+16,3.6052844466428904e+16,6.461234974229426e+16,4.740912230051087e+20,-186519456883586.1,-183302244017023.66,-174731926280850.75,-125618268585691.55,-101328964580297.4,-120615244452391.03,-101363895962032.77,-86554387755142.61,-26718658870312.887,-30253546289766.125,-56186820748884.75,-6334581186442.276,-7269431194530.014,-8306237374437.555,-7325982905254.074,39676704905374.914
6052.459251724263,4.596981760675556e+16,6.31925910880692e+18,3.616248819948914e+17,9.444135411815842e+16,9.827832222097997e+16,9.942707235047296e+16,6.9092891993677464e+16,5.574962294617388e+16,6.5993458160810536e+16,5.594852505838666e+16,4.8173316544059864e+16,1.5448429292656918e+16,1.7415884643664544e+16,3.1786285490491224e+16,4.77726178756379e+20,4.8455966388932666e+17,7.600994937900996e+18,4.0882580008538144e+17,1.750645165015136e+17,1.7270994356056346e+17,1.6874273361506032e+17,1.3310277628405123e+17,1.0621784575627374e+17,1.2369983195214086e+17,1.0600688166829733e+17,9.688398641325637e+16,3.1964463998752612e+16,3.610839448292523e+16,6.501073812086193e+16,4.77726178756379e+20,-188327891584929.2,-185119645484206.28,-176453225854151.88,-126938412932506.84,-102189846311902.19,-121750936541598.8,-102345322225516.25,-87280280624817.2,-26721502795161.83,-30308588559839.156,-56570864741291.96,-6517966939369.819,-7478582656205.091,-8537318886538.804,-7532068841626.609,39487747577257.945
6113.983844241506,4.617533378663371e+16,6.406867151061982e+18,3.6481314857911526e+17,9.532097465358605e+16,9.920169984398198e+16,1.0034045973971192e+17,6.977696155979581e+16,5.6184202269591064e+16,6.657476446359938e+16,5.645521256449008e+16,4.853142287972667e+16,1.5449464193006936e+16,1.7442321547074538e+16,3.198056627032482e+16,4.813862724164347e+20,4.867787800756308e+17,7.706723519507225e+18,4.1247004276899814e+17,1.7669254318842566e+17,1.7433043724511402e+17,1.7029092863673338e+17,1.3441887799067659e+17,1.070455612632831e+17,1.2478786471500507e+17,1.0696582573019237e+17,9.760331201273077e+16,3.19666238730522e+16,3.616287772916203e+16,6.54074352009183e+16,4.813862724164347e+20,-190151472044576.12,-186953189599825.2,-178189251743293.62,-128271645682588.42,-103051549629885.05,-122894297668351.34,-103334557134979.73,-88000454686342.98,-26724084668015.35,-30362584536334.145,-56953456152703.734,-6705566236896.754,-7692487144819.068,-8773460786100.4375,-7742744396164.623,39299644791755.19
6176.12368268392,4.6381128530497096e+16,6.495630244774559e+18,3.680169674220885e+17,9.620801068881528e+16,1.001331685826789e+17,1.0126137837746051e+17,7.046770879917846e+16,5.661890221516616e+16,6.715984786975339e+16,5.696583983960103e+16,4.888626750530863e+16,1.545040089380205e+16,1.7468244573945206e+16,3.2173980131096948e+16,4.8507169990532406e+20,4.890019675542221e+17,7.813851134588776e+18,4.1613309537421946e+17,1.783342449237625e+17,1.7596509069117856e+17,1.7185185517151965e+17,1.3574779246955989e+17,1.078735110496811e+17,1.2588292739285731e+17,1.0793220862732494e+17,9.83160693214399e+16,3.1968578921830372e+16,3.621629911229627e+16,6.580235082680382e+16,4.8507169990532406e+20,-191990313259944.3,-188803021276035.06,-179940123608903.3,-129618106804862.19,-103913883569509.73,-124045322163989.28,-104331649065511.44,-88714632366435.39,-26726425062028.445,-30415538620852.88,-57334505388287.73,-6897449268681.679,-7911220909211.936,-9014740748103.996,-7958082380036.402,39112395343364.414
6238.88491951076,4.658718755961259e+16,6.585562902376806e+18,3.71236111349755e+17,9.710252226743854e+16,1.0107280076389136e+17,1.0218988495817843e+17,7.116520460207947e+16,5.705362365818139e+16,6.774870365096052e+16,5.748043085863034e+16,4.923772349584363e+16,1.5451247389560094e+16,1.7493656191364006e+16,3.2366483015200756e+16,4.8878265932281276e+20,4.9122908623419866e+17,7.922395433464462e+18,4.198146947595204e+17,1.7998973174893872e+17,1.7761403000920733e+17,1.734256086554368e+17,1.3708965524881266e+17,1.0870150628328219e+17,1.2698501004974883e+17,1.089060754462035e+17,9.902200360423098e+16,3.1970345805277024e+16,3.6268663855245256e+16,6.619539509196705e+16,4.8878265932281276e+20,-193844530946395.72,-190669286865070.44,-181705962166268.53,-130977937886904.45,-104776652729307.81,-125204002722901.81,-105336646456337.39,-89422541170523.53,-26728543282441.85,-30467455518861.3,-57713922816722.266,-7093686546080.879,-8134860565863.854,-9261236854443.758,-8178155989790.595,38925998091214.51
