t(s),Average T volume 1,Flux surface 1: solute,Flux surface 2: solute,Total solute volume 1,Total retention volume 1,Total 1 volume 1,Total 2 volume 1,Total 3 volume 1,Total 4 volume 1,Total 5 volume 1,Total 6 volume 1
1.0,370.0000000000001,-4.788058643488584e+19,4.544118536413515e-168,38341727361947.23,5.075618253157749e+18,770884158875947.5,1.5320312178713953e+18,1.2128428740106916e+18,8.298398400028278e+17,1.1490090092322874e+18,3.510860861543084e+17
1.9090909090909092,370.0000000000001,-5.139326336824153e+19,-6.345410840291217e-168,54308618805739.31,6.496462426173382e+18,992571371086815.0,1.9611937961786401e+18,1.5522565400873344e+18,1.0620698008169673e+18,1.4705581856940603e+18,4.493372234064881e+17
2.909090909090909,370.0000000000001,-5.219983257511674e+19,1.5090048883659537e-168,58098980606463.83,7.252798235582841e+18,1108687898577800.0,2.1895840725358743e+18,1.7329537429404273e+18,1.185704581729609e+18,1.6417448054025603e+18,5.016442460951865e+17
4.00909090909091,370.0000000000001,-5.2321447129634546e+19,-5.114754776070476e-168,58791808058289.266,7.950965617001294e+18,1209484271826475.0,2.4001175897187e+18,1.8998564339874045e+18,1.2999014554631575e+18,1.79986355368251e+18,5.499583080696348e+17
5.21909090909091,370.0000000000001,-5.233956461830617e+19,-4.997995514407402e-168,59075984733752.8,8.697001806561866e+18,1310930125043559.8,2.6247734440867087e+18,2.0783114243221755e+18,1.422003016867677e+18,1.9689272541769777e+18,6.016166609985507e+17
6.55009090909091,370.0000000000001,-5.234457230890053e+19,-7.700549574736558e-168,59400139534721.62,9.510951295920118e+18,1416592503697622.2,2.8696059939352806e+18,2.2731067594233275e+18,1.5552852916610908e+18,2.1534719424947878e+18,6.580053157624082e+17
8.01419090909091,370.0000000000001,-5.2348680004308615e+19,-5.042950452827647e-168,59872075970930.695,1.0400257316253559e+19,1529169273692030.0,3.1369222481355914e+18,2.485999910265373e+18,1.700950671453849e+18,2.3551624685480663e+18,7.196329765010172e+17
9.624700909090912,370.0000000000001,-5.235387694823893e+19,-3.466969188565541e-168,60591315070148.15,1.1370100567295642e+19,1652606803757580.0,3.428439160326915e+18,2.7181754963963156e+18,1.8598094589574395e+18,2.5751207899116774e+18,7.868424635844618e+17
11.396261909090914,370.0000000000001,-5.23613008915781e+19,-3.847999725072822e-168,61734949164781.96,1.242375316048152e+19,1792772594135332.2,3.7454330843318236e+18,2.9703150923081344e+18,2.032327566546872e+18,2.813992015979449e+18,8.598308937719372e+17
13.344979009090915,370.0000000000001,-5.237296556325639e+19,-3.9035026824080383e-168,63674163227845.07,1.356001741388563e+19,1957510600465878.0,4.087996201776137e+18,3.241974958436052e+18,2.2182007090890668e+18,3.0713548287984543e+18,9.384695310222276e+17
15.488567819090918,370.0000000000001,-5.2393584276922245e+19,4.079525699970067e-168,67291819592423.34,1.4765688128999297e+19,2154686545185381.2,4.452706742909631e+18,3.52980362391138e+18,2.415134936377017e+18,3.3440329895255137e+18,1.0217878579109748e+18
17.84651551009092,370.0000000000001,-5.2435152713857335e+19,1.6841412969855291e-167,74860605626734.39,1.5993888369555931e+19,2383052358012319.0,4.825744543665004e+18,3.8224844766801823e+18,2.615386812767768e+18,3.6213048179840374e+18,1.1065098054952982e+18
20.440257970190924,370.0000000000001,-5.25173695167385e+19,1.655989571420454e-166,90344604913238.8,1.7131638754940062e+19,2610086448278387.0,5.172214634631584e+18,4.093294566675621e+18,2.8006733862214426e+18,3.877855457636179e+18,1.184900278722045e+18
23.293374676300928,370.0000000000001,-5.261211593658437e+19,1.3052598897632665e-165,109290463752695.2,1.8112821685999563e+19,2789490080150499.5,5.470356722608794e+18,4.327063318915022e+18,2.9606174586403343e+18,4.099316480649059e+18,1.2525689246424527e+18
26.43180305302193,370.0000000000001,-5.265604715267932e+19,1.1662650328651082e-164,119226541774436.34,1.9054228938765853e+19,2927340275567888.0,5.754760380177723e+18,4.551933266095421e+18,3.114475436817004e+18,4.3123506042321997e+18,1.3176626846261642e+18
